收寄城市,寄达城市,流量_集包,流量_大件,总流量
南通,金华,38,836,874
南通,长沙,82,1859,1941
南通,成都,88,1970,2058
南通,兰州,47,1092,1139
南通,银川,29,618,647
南通,阿克苏,19,447,466
合肥,石家庄,242,2607,2849
合肥,广州,541,5802,6343
安庆,锦州,35,311,346
安庆,金华,60,569,629
安庆,福州,117,1120,1237
蚌埠,厦门,91,865,956
蚌埠,广州,383,3913,4296
安庆,昆明,107,1089,1196
济南,天津,265,3094,3359
潍坊,锦州,12,156,168
潍坊,信阳,16,209,225
青岛,石家庄,40,519,559
临沂,哈尔滨,47,540,587
临沂,厦门,18,173,191
杭州,襄阳,112,247,359
杭州,贵阳,499,1163,1662
湖州,沈阳,189,515,704
湖州,北京,176,479,655
湖州,徐州,126,341,467
湖州,漯河,122,325,447
湖州,信阳,138,364,502
湖州,银川,57,150,207
嘉兴,徐州,98,305,403
嘉兴,济南,267,799,1066
嘉兴,南昌,140,409,549
嘉兴,漯河,71,205,276
嘉兴,中山,83,234,317
嘉兴,南宁,112,348,460
嘉兴,贵阳,118,339,457
嘉兴,衡阳,52,157,209
宁波,呼和浩特,68,531,599
宁波,天津,159,1285,1444
宁波,北京,147,1221,1368
宁波,南京,136,1112,1248
宁波,徐州,113,894,1007
宁波,长沙,257,2120,2377
宁波,衡阳,84,677,761
宁波,武汉,270,2171,2441
宁波,中山,123,985,1108
台州,天津,219,797,1016
台州,南昌,287,1016,1303
台州,西安,377,1359,1736
金华,侯马,230,1681,1911
金华,石家庄,504,3890,4394
金华,天津,459,3565,4024
金华,福州,479,3578,4057
金华,厦门,328,2451,2779
金华,信阳,303,2271,2574
金华,海口,226,1745,1971
金华,昆明,356,2679,3035
温州,太原,144,571,715
温州,济南,322,1285,1607
温州,信阳,113,468,581
温州,中山,145,594,739
温州,乌鲁木齐,104,418,522
温州,阿克苏,30,105,135
温州,鹰潭,37,141,178
温州,衡阳,94,390,484
南昌,济南,241,2659,2900
南昌,漯河,90,901,991
南昌,广州,442,5976,6418
南昌,北京,228,2474,2702
南昌,南昌,152,2225,2377
南昌,徐州,92,1081,1173
鹰潭,西安,36,375,411
福州,郑州,105,1237,1342
福州,漯河,45,419,464
福州,中山,76,1005,1081
福州,南宁,91,1071,1162
泉州,西安,73,2282,2355
重庆,合肥,34,1204,1238
重庆,芜湖,14,453,467
重庆,长沙,71,2742,2813
重庆,中山,35,1178,1213
长沙,北京,290,4497,4787
长沙,福州,185,2834,3019
长沙,洛阳,71,1003,1074
长沙,汕头,136,2277,2413
长沙,蚌埠,79,1316,1395
武汉,海口,112,2257,2369
荆州,中山,24,225,249
洛阳,锦州,31,292,323
洛阳,西安,197,1958,2155
洛阳,常州,44,409,453
洛阳,金华,41,415,456
洛阳,南宁,91,1026,1117
漯河,石家庄,50,1202,1252
漯河,济南,63,1688,1751
漯河,漯河,27,559,586
郑州,哈尔滨,326,5794,6120
郑州,芜湖,62,1037,1099
郑州,金华,87,1429,1516
郑州,昆明,122,2163,2285
广州,福州,361,3491,3852
广州,柳州,146,1524,1670
汕头,柳州,29,250,279
汕头,西安,79,607,686
汕头,兰州,33,240,273
湛江,贵阳,22,510,532
中山,天津,62,673,735
成都,侯马,30,606,636
成都,广州,160,4210,4370
昆明,广州,88,1891,1979
昆明,贵阳,46,909,955
石家庄,大连,68,797,865
石家庄,嘉兴,42,534,576
石家庄,义乌,20,217,237
天津,杭州,24,792,816
天津,贵阳,24,870,894
天津,兰州,18,612,630
唐山,漯河,7,69,76
唐山,侯马,6,68,74
唐山,苏州,7,80,87
唐山,宁波,5,55,60
唐山,金华,4,39,43
唐山,重庆,6,75,81
唐山,武汉,11,127,138
唐山,洛阳,5,49,54
北京,沈阳,71,1538,1609
北京,烟台,17,356,373
北京,杭州,34,749,783
北京,漯河,23,474,497
廊坊,唐山,16,155,171
廊坊,济宁,11,90,101
廊坊,泉州,10,90,100
廊坊,海口,23,219,242
保定,深圳,37,320,357
保定,无锡,21,165,186
保定,临沂,36,303,339
保定,赣州,15,121,136
保定,常德,18,148,166
保定,东莞,32,261,293
保定,淮安,9,63,72
保定,湖州,10,64,74
保定,宝鸡,10,79,89
北京,常德,11,262,273
北京,衡阳,18,354,372
北京,东莞,15,349,364
北京,海口,25,540,565
北京,大理州,9,188,197
北京,西宁,7,148,155
沈阳,南京,68,505,573
沈阳,连云港,19,143,162
沈阳,潍坊,29,249,278
沈阳,深圳,56,452,508
沈阳,东莞,39,304,343
沈阳,阿克苏,11,65,76
长春,西安,31,801,832
哈尔滨,常州,12,267,279
哈尔滨,漯河,11,294,305
哈尔滨,广州,53,1702,1755
哈尔滨,中山,13,360,373
南京,廊坊,28,332,360
南京,嘉兴,64,784,848
扬州,唐山,15,161,176
扬州,蚌埠,28,308,336
扬州,济宁,15,160,175
扬州,台州,19,206,225
扬州,泉州,19,213,232
淮安,天津,21,210,231
淮安,长沙,31,303,334
淮安,太原,15,145,160
常州,上海,316,3335,3651
常州,衡阳,61,629,690
常州,赣州,42,422,464
无锡,济宁,33,253,286
无锡,内江,6,39,45
常州,义乌,23,224,247
苏州,唐山,32,261,293
苏州,大连,37,301,338
苏州,济宁,34,279,313
徐州,唐山,57,1028,1085
徐州,大连,55,993,1048
徐州,安庆,58,1073,1131
徐州,潍坊,61,1115,1176
徐州,重庆,156,2969,3125
徐州,鹰潭,31,537,568
连云港,包头,11,72,83
连云港,廊坊,15,103,118
连云港,盐城,24,171,195
连云港,扬州,19,130,149
连云港,烟台,20,142,162
连云港,东莞,35,259,294
淮安,衡阳,11,107,118
淮安,南充,8,77,85
淮安,包头,5,51,56
淮安,唐山,6,53,59
淮安,鹰潭,5,44,49
淮安,荆州,4,35,39
淮安,义乌,7,73,80
盐城,侯马,21,109,130
盐城,廊坊,13,67,80
盐城,大连,16,72,88
盐城,连云港,20,100,120
盐城,柳州,18,88,106
盐城,海口,25,128,153
常州,大理州,29,281,310
南通,常德,18,374,392
合肥,扬州,39,415,454
合肥,济宁,69,753,822
合肥,临沂,74,797,871
合肥,常德,55,605,660
合肥,东莞,146,1596,1742
合肥,乌鲁木齐,70,732,802
安庆,苏州,105,1179,1284
安庆,烟台,34,348,382
安庆,宝鸡,15,136,151
蚌埠,廊坊,33,322,355
蚌埠,大连,50,527,577
蚌埠,潍坊,54,550,604
蚌埠,长沙,193,2113,2306
蚌埠,常德,39,415,454
蚌埠,海口,24,254,278
芜湖,沈阳,89,1108,1197
芜湖,苏州,40,484,524
芜湖,重庆,59,753,812
芜湖,信阳,37,438,475
芜湖,温州,27,337,364
济南,保定,85,945,1030
济南,常州,70,784,854
济南,徐州,111,1237,1348
济南,临沂,129,1353,1482
济南,南宁,101,1145,1246
济南,海口,69,744,813
济南,银川,96,992,1088
济南,汕头,85,895,980
济南,湛江,52,562,614
潍坊,哈尔滨,32,525,557
潍坊,上海,52,878,930
潍坊,昆明,14,216,230
潍坊,烟台,17,232,249
潍坊,宁波,14,209,223
潍坊,南昌,17,252,269
潍坊,厦门,13,174,187
潍坊,盐城,6,85,91
潍坊,台州,7,101,108
潍坊,常德,6,74,80
潍坊,襄阳,7,79,86
青岛,哈尔滨,48,689,737
青岛,上海,72,1093,1165
青岛,常州,17,220,237
青岛,济宁,17,227,244
青岛,宁波,20,263,283
青岛,中山,21,278,299
青岛,昆明,10,126,136
济宁,北京,52,1188,1240
济宁,常州,11,192,203
济宁,青岛,26,552,578
济宁,汕头,15,260,275
济宁,深圳,22,424,446
临沂,太原,34,395,429
临沂,上海,51,651,702
临沂,常州,12,137,149
临沂,无锡,11,123,134
临沂,衡阳,12,142,154
临沂,中山,19,202,221
临沂,侯马,18,214,232
临沂,烟台,11,125,136
杭州,荆州,53,118,171
湖州,唐山,44,119,163
湖州,廊坊,34,92,126
湖州,烟台,38,99,137
湖州,海口,111,303,414
嘉兴,大连,33,100,133
嘉兴,重庆,92,293,385
嘉兴,东莞,82,262,344
嘉兴,宝鸡,13,36,49
宁波,赣州,49,394,443
宁波,荆州,23,173,196
宁波,内江,14,100,114
宁波,拉萨,11,82,93
台州,苏州,265,995,1260
台州,常德,82,301,383
台州,深圳,291,1093,1384
台州,拉萨,19,68,87
金华,大连,127,974,1101
金华,上海,1141,9041,10182
金华,苏州,522,4130,4652
金华,临沂,184,1423,1607
金华,内江,33,236,269
金华,喀什,14,79,93
温州,扬州,42,168,210
温州,潍坊,70,299,369
温州,济宁,60,254,314
温州,常德,58,241,299
温州,喀什,9,28,37
南昌,重庆,140,1932,2072
南昌,东莞,123,1721,1844
南昌,包头,29,251,280
南昌,襄阳,39,487,526
南昌,湖州,27,364,391
南昌,喀什,11,53,64
鹰潭,呼和浩特,18,141,159
鹰潭,侯马,11,95,106
鹰潭,济宁,8,65,73
鹰潭,福州,23,200,223
鹰潭,深圳,24,219,243
鹰潭,东莞,18,152,170
鹰潭,南宁,25,224,249
鹰潭,大理州,8,72,80
鹰潭,杭州,23,205,228
鹰潭,常州,9,64,73
鹰潭,乌鲁木齐,12,109,121
福州,无锡,34,445,479
福州,昆明,63,865,928
福州,洛阳,35,361,396
福州,兰州,38,566,604
福州,锦州,19,204,223
福州,大理州,16,194,210
厦门,济南,47,1353,1400
厦门,青岛,21,674,695
厦门,贵阳,31,917,948
泉州,长春,30,951,981
泉州,赣州,20,544,564
泉州,包头,9,250,259
泉州,潍坊,16,460,476
厦门,无锡,19,597,616
厦门,合肥,34,1024,1058
厦门,洛阳,12,363,375
重庆,盐城,10,390,400
重庆,潍坊,12,458,470
长沙,临沂,54,826,880
长沙,宁波,107,1591,1698
长沙,台州,60,898,958
长沙,荆州,30,428,458
常德,沈阳,10,156,166
常德,徐州,8,128,136
常德,扬州,4,61,65
常德,长沙,58,1155,1213
常德,广州,39,759,798
衡阳,沈阳,30,861,891
衡阳,哈尔滨,35,1042,1077
衡阳,上海,38,1176,1214
衡阳,南京,18,513,531
武汉,苏州,125,2683,2808
武汉,银川,68,1351,1419
武汉,淮安,16,337,353
武汉,盐城,35,735,770
武汉,赣州,57,1114,1171
荆州,天津,19,166,185
荆州,长沙,35,341,376
荆州,海口,19,184,203
荆州,呼和浩特,17,156,173
荆州,盐城,6,51,57
荆州,南充,10,92,102
荆州,兰州,14,146,160
襄阳,石家庄,20,405,425
襄阳,唐山,8,141,149
襄阳,合肥,16,282,298
襄阳,潍坊,8,127,135
襄阳,重庆,20,410,430
襄阳,武汉,33,623,656
襄阳,信阳,13,222,235
襄阳,深圳,27,582,609
襄阳,昆明,15,255,270
郑州,潍坊,92,1579,1671
郑州,临沂,88,1469,1557
郑州,台州,56,994,1050
洛阳,南通,26,291,317
洛阳,蚌埠,42,457,499
洛阳,烟台,32,292,324
洛阳,荆州,10,110,120
洛阳,宝鸡,17,156,173
漯河,长春,42,1132,1174
漯河,南昌,40,1035,1075
漯河,长沙,48,1260,1308
漯河,苏州,28,713,741
漯河,深圳,36,802,838
漯河,银川,16,378,394
漯河,东莞,26,622,648
漯河,乌鲁木齐,14,363,377
漯河,湛江,15,308,323
信阳,衡阳,17,226,243
信阳,海口,14,187,201
信阳,乌鲁木齐,14,173,187
广州,南京,114,1150,1264
广州,宁波,87,899,986
广州,赣州,66,647,713
广州,长沙,337,3568,3905
广州,襄阳,49,452,501
汕头,连云港,7,47,54
汕头,扬州,6,39,45
汕头,安庆,12,89,101
广州,荆州,24,245,269
湛江,合肥,11,244,255
湛江,东莞,21,550,571
湛江,海口,11,273,284
湛江,赣州,5,127,132
中山,杭州,48,670,718
中山,太原,42,517,559
中山,长春,42,499,541
中山,扬州,10,122,132
中山,潍坊,16,191,207
中山,临沂,14,184,198
中山,洛阳,21,237,258
贵阳,石家庄,11,245,256
贵阳,长春,8,189,197
贵阳,济南,14,363,377
贵阳,温州,12,243,255
贵阳,信阳,6,134,140
贵阳,南充,9,175,184
海口,石家庄,5,55,60
海口,沈阳,8,112,120
海口,合肥,4,48,52
海口,温州,4,33,37
海口,深圳,8,113,121
海口,中山,5,56,61
海口,成都,9,140,149
成都,阿克苏,9,325,334
成都,北京,128,3740,3868
成都,长春,61,1311,1372
成都,东莞,44,1129,1173
成都,保定,18,465,483
成都,金华,26,609,635
成都,洛阳,25,558,583
成都,湛江,21,459,480
昆明,南京,20,378,398
昆明,保定,7,123,130
昆明,济宁,6,107,113
昆明,赣州,7,131,138
昆明,衡阳,12,261,273
昆明,信阳,11,211,222
西安,上海,141,6225,6366
西安,武汉,115,4593,4708
西安,柳州,36,1244,1280
西安,无锡,30,1212,1242
西安,郑州,68,2566,2634
太原,呼和浩特,17,694,711
济南,安庆,40,455,495
济南,大理州,27,268,295
呼和浩特,沈阳,19,523,542
呼和浩特,苏州,6,132,138
呼和浩特,天津,14,366,380
呼和浩特,南京,5,125,130
锦州,呼和浩特,6,174,180
太原,天津,21,1032,1053
太原,武汉,17,914,931
太原,兰州,10,429,439
天津,湖州,5,131,136
沈阳,鹰潭,8,56,64
长春,盐城,4,80,84
长春,常德,4,70,74
南京,喀什,5,50,55
合肥,西宁,13,127,140
蚌埠,西宁,6,50,56
芜湖,临沂,17,221,238
芜湖,鹰潭,11,122,133
济南,常德,37,432,469
青岛,包头,11,151,162
南昌,淮安,15,209,224
南昌,扬州,25,335,360
鹰潭,赣州,7,63,70
福州,西宁,6,105,111
厦门,大连,8,260,268
厦门,扬州,9,271,280
厦门,安庆,13,389,402
厦门,赣州,13,410,423
衡阳,济宁,8,222,230
常德,深圳,20,383,403
漯河,扬州,7,141,148
信阳,唐山,14,215,229
信阳,安庆,10,133,143
信阳,台州,10,148,158
南宁,南京,13,901,914
南宁,泉州,10,816,826
南宁,武汉,29,2090,2119
南宁,漯河,11,632,643
南宁,海口,18,1368,1386
南宁,西安,19,1449,1468
柳州,沈阳,3,125,128
柳州,哈尔滨,3,132,135
柳州,武汉,5,233,238
柳州,东莞,7,344,351
柳州,湛江,4,133,137
贵阳,汕头,7,150,157
成都,包头,24,557,581
南充,北京,20,378,398
南充,长春,9,159,168
南充,哈尔滨,12,227,239
南充,海口,7,121,128
南充,成都,32,1469,1501
南充,泉州,6,82,88
南充,柳州,9,116,125
大理州,太原,5,158,163
大理州,侯马,3,63,66
大理州,无锡,3,62,65
大理州,徐州,3,59,62
大理州,济南,5,170,175
大理州,宁波,3,80,83
大理州,重庆,5,235,240
大理州,长沙,6,217,223
西安,济宁,11,440,451
西安,洛阳,21,757,778
义乌,杭州,741,6093,6834
义乌,宁波,466,3813,4279
深圳,中山,175,551,726
包头,西安,5,87,92
太原,厦门,4,223,227
太原,洛阳,5,224,229
大连,石家庄,9,101,110
大连,沈阳,53,564,617
大连,青岛,11,122,133
大连,杭州,8,81,89
大连,汕头,5,39,44
上海,石家庄,83,1272,1355
上海,南京,131,2023,2154
上海,厦门,96,1491,1587
上海,长沙,124,1874,1998
上海,衡阳,33,484,517
上海,襄阳,27,409,436
上海,郑州,154,2367,2521
上海,湛江,30,445,475
上海,柳州,36,535,571
上海,贵阳,91,1349,1440
芜湖,阿克苏,6,88,94
烟台,沈阳,26,588,614
烟台,徐州,7,160,167
烟台,合肥,9,216,225
烟台,宁波,9,205,214
烟台,郑州,17,381,398
烟台,漯河,8,143,151
烟台,广州,26,664,690
义乌,济南,1174,9678,10852
义乌,南昌,643,5299,5942
义乌,福州,573,4731,5304
义乌,柳州,176,1447,1623
义乌,南充,174,1421,1595
赣州,侯马,7,394,401
赣州,漯河,6,315,321
常德,锦州,4,54,58
常德,湛江,5,75,80
衡阳,锦州,5,154,159
荆州,侯马,9,79,88
荆州,蚌埠,8,80,88
漯河,阿克苏,4,87,91
深圳,石家庄,96,301,397
深圳,金华,65,206,271
深圳,南宁,179,578,757
东莞,哈尔滨,158,838,996
东莞,长春,107,574,681
东莞,济南,193,1033,1226
东莞,金华,48,254,302
东莞,武汉,201,1069,1270
南充,湛江,4,59,63
兰州,汕头,6,127,133
呼和浩特,大连,3,97,100
呼和浩特,蚌埠,3,85,88
包头,保定,1,10,11
包头,徐州,1,6,7
包头,南通,1,3,4
包头,天津,2,28,30
包头,福州,1,7,8
包头,长沙,2,10,12
包头,常德,1,2,3
包头,信阳,1,5,6
包头,兰州,1,13,14
包头,阿克苏,1,1,2
包头,拉萨,1,1,2
太原,苏州,5,312,317
太原,宁波,4,222,226
太原,温州,3,193,196
太原,南昌,6,362,368
太原,长沙,8,514,522
太原,深圳,7,499,506
太原,银川,6,269,275
侯马,太原,7,612,619
侯马,淮安,1,19,20
侯马,嘉兴,1,66,67
侯马,金华,1,85,86
侯马,鹰潭,1,34,35
侯马,武汉,4,395,399
侯马,漯河,2,132,134
侯马,信阳,2,145,147
侯马,东莞,2,166,168
侯马,湛江,1,63,64
侯马,南宁,2,132,134
侯马,内江,1,13,14
侯马,西宁,1,10,11
唐山,湖州,2,19,21
唐山,大理州,2,15,17
北京,淮安,4,89,93
北京,阿克苏,3,75,78
大连,潍坊,4,44,48
大连,义乌,2,16,18
大连,海口,3,31,34
大连,南充,2,15,17
大连,兰州,4,39,43
大连,银川,3,33,36
锦州,南京,2,39,41
锦州,徐州,1,30,31
锦州,连云港,1,10,11
锦州,临沂,1,30,31
锦州,台州,1,16,17
锦州,大理州,1,6,7
锦州,银川,2,37,39
锦州,阿克苏,1,4,5
长春,拉萨,2,55,57
哈尔滨,鹰潭,3,66,69
哈尔滨,阿克苏,1,37,38
哈尔滨,喀什,1,9,10
上海,盐城,31,484,515
上海,烟台,40,611,651
上海,临沂,33,506,539
上海,宝鸡,8,119,127
上海,喀什,5,71,76
连云港,西宁,3,19,22
盐城,荆州,5,29,34
扬州,东莞,34,399,433
芜湖,西宁,4,51,55
芜湖,拉萨,5,65,70
安庆,拉萨,3,30,33
潍坊,内江,2,22,24
潍坊,西宁,2,35,37
烟台,连云港,2,42,44
烟台,南通,4,90,94
烟台,临沂,6,138,144
烟台,台州,4,95,99
烟台,长沙,12,300,312
烟台,南充,4,86,90
青岛,宝鸡,3,46,49
济宁,淮安,3,53,56
济宁,义乌,3,55,58
临沂,淮安,3,37,40
湖州,淮安,22,60,82
湖州,喀什,7,17,24
义乌,无锡,280,2312,2592
义乌,济宁,220,1815,2035
义乌,海口,160,1318,1478
义乌,银川,126,1035,1161
义乌,拉萨,9,70,79
鹰潭,荆州,3,24,27
鹰潭,拉萨,2,20,22
赣州,哈尔滨,10,844,854
赣州,南京,5,357,362
赣州,烟台,2,167,169
赣州,湖州,2,89,91
赣州,台州,3,181,184
赣州,温州,4,300,304
赣州,重庆,7,548,555
赣州,衡阳,3,251,254
赣州,海口,5,350,355
赣州,南充,3,232,235
赣州,西安,10,821,831
赣州,银川,3,178,181
赣州,西宁,1,50,51
赣州,拉萨,1,36,37
厦门,宝鸡,3,83,86
泉州,宝鸡,4,141,145
常德,唐山,2,33,35
常德,廊坊,2,25,27
常德,湖州,3,53,56
衡阳,唐山,6,195,201
衡阳,淮安,3,79,82
荆州,淮安,3,23,26
襄阳,大理州,3,60,63
漯河,宝鸡,4,112,116
洛阳,喀什,2,7,9
广州,淮安,13,133,146
广州,内江,13,130,143
深圳,保定,33,106,139
深圳,淮安,19,61,80
深圳,烟台,23,75,98
深圳,湖州,25,79,104
深圳,赣州,37,118,155
深圳,重庆,104,338,442
深圳,海口,63,203,266
深圳,银川,30,96,126
东莞,无锡,49,263,312
东莞,潍坊,41,223,264
东莞,宁波,67,362,429
东莞,温州,57,307,364
东莞,鹰潭,21,111,132
东莞,重庆,116,630,746
东莞,衡阳,67,363,430
东莞,荆州,16,83,99
东莞,大理州,28,151,179
南宁,包头,2,145,147
南宁,芜湖,5,363,368
南宁,济宁,3,262,265
南宁,宝鸡,2,103,105
南宁,拉萨,1,50,51
柳州,包头,1,14,15
柳州,扬州,1,23,24
柳州,烟台,1,30,31
柳州,金华,2,79,81
柳州,南充,2,66,68
柳州,阿克苏,1,11,12
贵阳,保定,3,70,73
贵阳,安庆,3,63,66
贵阳,西宁,1,25,26
海口,唐山,2,17,19
海口,保定,2,20,22
海口,金华,2,32,34
海口,鹰潭,1,11,12
成都,淮安,5,141,146
南充,连云港,2,20,22
南充,潍坊,3,41,44
南充,济宁,3,39,42
南充,赣州,3,43,46
南充,喀什,1,2,3
内江,包头,1,15,16
内江,侯马,1,35,36
内江,常州,1,43,44
内江,鹰潭,1,17,18
内江,荆州,1,14,15
内江,郑州,3,128,131
内江,信阳,2,59,61
内江,西安,3,134,137
昆明,湖州,5,115,120
昆明,内江,3,65,68
昆明,西宁,3,55,58
大理州,南通,2,42,44
大理州,合肥,2,74,76
大理州,潍坊,2,40,42
大理州,烟台,2,41,43
大理州,宝鸡,1,15,16
西安,内江,7,253,260
宝鸡,安庆,1,80,81
宝鸡,信阳,1,148,149
宝鸡,西安,8,1724,1732
宝鸡,拉萨,1,26,27
兰州,包头,2,42,44
兰州,保定,2,44,46
兰州,徐州,2,68,70
兰州,潍坊,2,43,45
兰州,济宁,2,34,36
兰州,温州,4,92,96
兰州,衡阳,2,51,53
兰州,武汉,7,218,225
兰州,漯河,2,71,73
兰州,深圳,9,280,289
银川,苏州,4,49,53
银川,南通,2,16,18
银川,济宁,1,13,14
银川,金华,2,29,31
银川,赣州,1,12,13
银川,重庆,5,58,63
银川,襄阳,1,11,12
银川,深圳,5,69,74
银川,东莞,4,44,48
西宁,侯马,1,27,28
西宁,北京,2,85,87
西宁,大连,1,12,13
西宁,上海,2,47,49
西宁,芜湖,1,9,10
西宁,烟台,1,16,17
西宁,台州,1,11,12
西宁,赣州,1,7,8
西宁,重庆,2,59,61
西宁,长沙,3,69,72
西宁,襄阳,1,12,13
西宁,南充,1,27,28
乌鲁木齐,北京,8,439,447
乌鲁木齐,沈阳,3,178,181
乌鲁木齐,大连,1,55,56
乌鲁木齐,锦州,1,27,28
乌鲁木齐,台州,1,44,45
乌鲁木齐,武汉,5,270,275
乌鲁木齐,郑州,4,249,253
乌鲁木齐,东莞,2,116,118
乌鲁木齐,柳州,1,39,40
乌鲁木齐,成都,12,705,717
阿克苏,上海,1,51,52
阿克苏,济南,1,31,32
阿克苏,厦门,1,9,10
阿克苏,重庆,1,55,56
阿克苏,衡阳,1,9,10
阿克苏,广州,1,72,73
阿克苏,柳州,1,5,6
阿克苏,成都,1,106,107
阿克苏,大理州,1,6,7
阿克苏,阿克苏,1,181,182
喀什,侯马,1,4,5
喀什,沈阳,1,11,12
喀什,无锡,1,5,6
喀什,潍坊,1,4,5
喀什,济宁,1,2,3
喀什,南昌,1,16,17
喀什,福州,1,5,6
喀什,厦门,1,2,3
喀什,常德,1,3,4
喀什,衡阳,1,3,4
喀什,东莞,1,4,5
喀什,成都,1,29,30
喀什,宝鸡,1,2,3
喀什,兰州,1,32,33
拉萨,侯马,1,9,10
拉萨,石家庄,1,12,13
拉萨,唐山,1,2,3
拉萨,徐州,1,7,8
拉萨,潍坊,1,3,4
拉萨,金华,1,4,5
拉萨,温州,1,5,6
拉萨,重庆,1,58,59
拉萨,宝鸡,1,5,6
石家庄,北京,518,6292,6810
保定,石家庄,189,1568,1757
保定,廊坊,48,358,406
无锡,盐城,56,389,445
连云港,南京,77,545,622
连云港,无锡,42,287,329
连云港,南通,36,215,251
淮安,南京,84,866,950
徐州,徐州,92,1499,1591
盐城,徐州,72,368,440
南通,无锡,64,1422,1486
南通,扬州,31,633,664
湖州,温州,91,227,318
宁波,金华,127,968,1095
金华,台州,253,1805,2058
郑州,郑州,325,5222,5547
郑州,信阳,182,2890,3072
汕头,湛江,53,366,419
中山,广州,437,6111,6548
成都,内江,33,982,1015
石家庄,天津,281,3310,3591
石家庄,广州,440,5335,5775
石家庄,洛阳,87,979,1066
石家庄,湛江,74,810,884
石家庄,南充,81,885,966
石家庄,兰州,132,1589,1721
天津,长春,44,1552,1596
廊坊,杭州,26,255,281
保定,湛江,23,180,203
保定,太原,75,595,670
保定,昆明,61,476,537
保定,福州,47,377,424
保定,银川,33,244,277
